corpus;company
 en la TV dice e incluso en el encabezamiento de la APP FALABELLA CUSLQUIER COMPRA SOBRE $19.990 EL ENVIO S DOMICILIO ES GRATIS ,sin embargo.MIS COMPRAS HOY EN CYBER DAY ME DIVIDIERON LA COMPRA EN VARIAS FECHAS COBRANDOME ENVIO POR CADAINDIVIDUAL POR CADA COMPRALA ULTIMA POR UN MONTO DE $120.000HICIERON UN SOLO.ENVIO.POR UN COSTO DE $26.000.,al darme cuenta opte por cambiar retiro en tiendasiempre hacen lo mismo .yo iré a sernac a poner un reclamo por **********s y exigire el monto de envíos.de vuelta a mi tarjeta.;Falabella
 En el cyber, quería comprar una chaqueta por intermedio de falabella.com.segui todos los pasos para comprar, lo hice con débito al terminar la compra, me dicen que tal compra no se pudo realizar por x motivo. Pero en mi cuenta de débito fue cobrado la compra, fue de 51990 esto fue en la madrugada del día lunes hasta la fecha nadie me dice cuando me devolverán el dinero si es que me devuelven. Con esto no pude comprar el producto en otra tienda ya que contaba con ese dinero el ellos todavía lo retienen. Quiero mi dinero y si es posible una compensación por lo que ocurrió aquí. Dagoberto Morales. 97636052;Falabella
 Estimadosnecesito una respuesta ante este problema con el canje de esta giftcard la cual en el momento en el que estoy escribiendo este reclamo se encuentra vigente (02/06/2021 a las 22:30 hrs) pero no encuentro una posibilidad de ayuda de su parte para poder canjearlaLa página web me muestra el mensaje que adjunto en la fotoHe escrito al twitter de ayuda Falabella, llamado a los números que indican y absolutamente nadie me ofrece ayuda al respecto para poder canjear esta giftcardnecesito de su parte una respuesta satisfactoria con este tema ya que ustedes son los encargados de que este sistema funcione correctamenteTodos los canales de comunicación me dicen que me pueden ayudar mañana miércoles 03-06-2012 pero ya estará VENCIDA...necesito UNA PRONTA RESPUESTAJuan Carlos Rodríguez+56 9 51058361;Falabella
 En Falabella compré 2 lavavillas con fecha 22 abril total por $969.970Hicieron anulación por 1 que no tienen stock y en 1 de Mayo devolvieron dinero solo por uno $479.990 Intento anular otro Lavavilla nunca hicieron Al final25 de Mayo hicieron cancelación por otro deberían devolver mi otro $479.990 aún estoy esperando ojalá devuelven durante el año mi dinero Servicio cliente es un desastre solo lo regalan número de reclamo (que tengo más de 20 numero reclamo )no saben nada más Solo espero devuelven mi dinero nada mas. ni Gift card , promoción nada.;Falabella
" Mi reclamo es por unos ountos que no me cargaron. Son unos ineficientes. Cero analisis por parte de los ejecutivos tanto presencial como online. Y no se puede reclamar en ninguna parte. Es terrible.Adjunto correo que quise mandar pero que rebotó porque no aceptan estar equivocados. RE: Tu solicitud 1-106800808771Y te puedes dar cuenta que el error fue de ustedes. Primero cargaron la compra y los puntos. Después descontaron la compra y los puntos y por último volvieron a cargar la compra en cuotas pero no cargaron los puntos. El problema es su poco analisis... es cosa de hacer una operación matemática 1-1+0= 0. Me dieron los puntos 1066 me los descontaron - 1066 y por último no los volvieron a sumar 0 resultado NO TENGO MIS PUNTOS.RevisaPuntos de abril28/04 + 1066Puntos Mayo 10/05 - 1066Puntos Junio0Donde están mis puntos. Ustedes me estan cobrando la cuota (Archivo 3) .. cada cuota $106667 esto da en total $320000 el valor de la compra. Pidan que una persona que sepa de contabilidad o matemáticas que revise el tema. El problema fue de la persona que facturó no mío. Pagué con esta tarjeta solo por lo puntos. QUIERO MIS PUNTOS O PONDRÉ UN RECLAMO.Realmente ineficiente su analisis. Carolina Enviado desde mi Galaxy-------- Mensaje original --------De: SACCMRFalabella@falabella.clFecha: 2/6/2021 19:30 (GMT-04:00)A: xxx@hotmail.comAsunto: Tu solicitud 1-106800808771Banco FalabellaExperiencia Cliente---------------------------------------------------------------------------Solicitud: 1-106800808771---------------------------------------------------------------------------Hola CAROLINA, Soy Paula, del área de Experiencia Clientes de Banco Falabella.Te escribo para contarte que analizamos tu caso, podemos informar que en nuestro sistema se registra compra de la cual abono un total de 1.066 CMR puntos con fecha 28 de abril de 2021. Asimismo, con fecha 10 de mayo de 2021 se registra disminución de puntos por registro de nota de crédito realizada por comercio. Por lo anterior no procede la restitución de puntos que solicitas.Cualquier duda, puedes contactarnos al 600 390 6200 o revisar tus movimientos desde tu App Banco Falabella o la página web. Espero haber sido de ayuda. Paula xxxx.Gerencia Experiencia de ClientesBanco FalabellaIMPORTANTE:Esta cuenta de Correo Electrónico NO recibe respuestas, ya que es generada por un sistema automático; por lo tanto, NO respondas este e-mail.";Falabella
 Llamé en reiteradas oportunidades a las oficinas de cobranza de falabella y no me dan ningún tipo de alternativa para pagar siendo que yo quiero pagar la única forma de pago que ellos aceptan según El ejecutivo que me contestó es a través de documentos bancarios vale decir cheques y yo le digo pero señor si yo estoy en dicom cómo voy a tener tengo el dinero en efectivo para hacer abonos mensuales a la deuda y me dicen que no que tengo que documentar y no me dan ninguna otra solución;Falabella
 El dia 01 de junio 2021, en la mañana compro a traves de Ciberday en falabella 4 productos con entrega en mi domicilio , pagando el costo de envio .A las 11:50 me llega un aviso confirmando la compra , y enviándome la boleta con el resumen .Luego llega otro mail indicando que 2 de los productos llegaran al domicilio y otros 2 los debo retirar en el Mall plaza norte en Huechuraba!!.Vivo en la comuna de la florida , jamás me indicaron que algún producto estaba para retiro .Adjunto envio boleta con la compra No 699316208 importante aclarar que la compra se hizo con pago de envio a domicilio por todo.Al llamar el dia de hoy me contacte con el ejecutivo del call center de falabella señor Marcelo Cifuentes y me indica que probablemente hay un error en el sistema y que eso no se puede corregir, si no estoy conforme me indica que anule la compra o de lo contrario si no retiro en los proximos 7 dias la empresa lo anulara !!.Me parece que no es la forma de resolver un ERROR DEL SISTEMA , deben existir protocolos para solucionar una mala gestión , evitando que finalmente el cliente deba asumir la falta .Favor ayuda para resolver esto a la brevedad , necesito estas cosas para alguien especial, que hoy esta muy delicada de salud , mi hermana y no puedo arriesgarme a salir a retirar tan lejos estos productos, toda vez que pague por el envio a mi domicilio.Atte.,irene ortega l;Falabella
" Hice una compra vía on line a falabella el día 19 de mayo, con fecha de despacho el 27 del mismo mes, hoy 3 de junio aun no he recibido el producto, he puesto reclamos al servicio al cliente de la empresa y me contesta siempre el mismo mensaje, dicen que se van a comunicar conmigo lo cual aun no han hecho, quise anular la compra , pero no puedo hacerlo ya que según ellos ""viene en camino"", ( del 27 de mayo que viene en camino), quizás los productos los traen del polo norte o de china vía terrestre por que no me explico tanta demora, solo quiero que llegue el producto para devolverlo y anular la compra, quiero agregar que siempre he comprado por internet y el sistema de falabella es el peor de todos, estoy muy arrepentido de haberme involucrado con ellos.";Falabella
" Compré el iphone 11 bajo la promoción ""Iphone 11 10 cuotas precio contado en $689.990 con la tarjeta CMR.Al revisar el estado de cuenta me había hecho el cobro con intereses cobrándome 10 cuotas de $80.437.";Falabella
" En enero de 2021 realice la compra de un notebook a través de la pagina web pagando con la tarjeta de crédito de Falabella, ese mismo día me llegó un correo de la tienda indicando que la compra había sido cancelada por no contar con stock, sin embargo, desde el siguiente mes comenzaron a cobrarme la cuota del producto como si la compra hubiese sido efectiva.Hice el reclamo y según ellos solucionarían el problema, hasta el día de hoy me siguen cobrando el notebook, como no he pagado (pues es injusto) hasta debo intereses que me dicen debo pagar igual hasta que se solucione el problema; si sigue esta situación terminare en DICOM por una compra que jamás se realizó con éxito, no tengo el producto, jamás llegó, pues ellos mismos rechazaron la venta.Hace poco; según ellos, se genero la nota de crédito (la cual debió haberse realizado de forma inmediata cuando la tienda canceló la compra) pero debo seguir esperando pues según dicen debería verse reflejado en el próximo estado de cuenta, no obstante, debo por el momento pagar igual, de lo contrario generará gastos de cobranza.";Falabella
 Pesima la atencion del banco falabella en la decima region como es posible q alla llegado a las 10 de la mañana y sean las 11:37 yy solo a ingresado 1 persona de las 6 que hay delante mio. Teniendo 4 modulos de atencion solo hay dos atendiendoy se demoran mucho por persona, en la decima region llueve mucho y hace mucho frio y ahi que esperar en la calle y esta lloviendo, se entiende el tema del aforo, lo que no se comprende es la lentitud de la atencion de los ejecutivos y que se den mil vueltas y se paran a cada rato y simplemente el tramite no avanza. Muy mala la atencion.PESIMA ATENCION...;Falabella
 Quise comprar muchas cosas y todas no tienen despacho a yumbel 8va región biobio . Santiago no es Chile ,somos todos , también tenemos derechos;Falabella
 El día 17/5/21, realize una compra de un notebook en la página web de fallabela el N° de la orden es 9000304687, pague el despacho a domicilio ya que si pagaba llegaba el día 20/05/21, ese día estuve todo el día esperando que llegara el producto, el cual nunca llegó al día siguiente revise la página de seguimiento y este decía entregado en el domicilio el día 21/5/21, me comunique con el contaccenter, instagram, twitter y wathssap los cuales solo realizaron un requerimiento N° 1-106122432542, pésima atención al cliente, aludiendo que un ejecutivo tomaría mi caso y me llamaría, hasta el día de hoy no e tenido de ninguna respuesta de que pasó con mi producto, nadie me a llamado para dar una explicación, exijo la anulación de la factura y la devolución del dinero en su totalidad y una compensación por perjuicios ya que no e podido realizar tele trabajo por su incumplimiento.;Falabella
 no cumplen con la fecha de entrega la cual esta vencio, y no se comunican conmigo aludiendo a que se debe, siendo un plazo de 40 dias .Nro de orden de compra: 5771700920;Falabella
 Hice una compra el 26/05, durante la madrugada me llegó la boleta. Eso, según ellos, confirma la compra. sin embargo, en el status de compra de mi app nunca apareció la confirmación, aún cuando llegó la boleta del cobro. El asunto es que debió haber llegado el 1/06 como último plazo y el producto nunca llegó. Reclamé por WhatsApp a su servicio al cliente y me dijeron que mi compra estaba confirmada y que tenía que esperar, pero yo insistí hoy y me dijeron que me iban a contactar cuando existiera una resolución a mi problema. Bueno, finalmente me llegó un aviso desde la aplicación que mi producto ya no tenía stock, porque se fue todo por el cyber , pero mi pedido se hizo antes. Estoy muy molesta porque me quedé sin mi producto por incompetencia de Falabella y no dan solución, solo te cancelan la compra.;Falabella
" Sres Falabella.Ya casi a un mes de hacer la compra no tengo ni el producto ni el reembolso, igualmente salió facturado y tuve que pagar la cuenta, llamé al call center y me dicen que la nota de crédito está ""gestionada"" y que consulte al banco, osea que yo tengo que gestionar todo y llamar siendo que ellos me cancelaron la compra y no me entregan ninguna información. Ojalá me devuelvan el dinero y no en la CMR para que no obliguen a comprar ahí con el saldo a favor.";Falabella
 Compre el 15 de mayo una lavadora y secadora que tenia que llegar el 24 de mayo hasta la fecha no ha llegado nada y a pesar que hise el reclamo no me han dado una respuesta concreta , solo quiero una solución y que me entreguen el producto que compre o la devolución del dinero;Falabella
" Mi nombre es Gerardo Caballero Noriega, Rut: 8.475.xxx-x, Cliente Elite.Estimado durante dos días 31 de mayo y 01 de junio , he intentando realizar canje de punto cmr por oferta Cyber Day, a diferentes hora del los dos día y me aparece la leyenda ""en esto m}omento no podemos atenderlo, inteste mas tarde"", .....llame en tres oportunidades al fono asociado a CMR, me atendió un señor y me indico que había un problema con la clave, me indico que en 10 minutos después podría realizar el canje , sin problema. sin embargo, no sucedió nada, después de varios intento, volví a llamar a call center, tampoco obtuve respuesta, no quiero pensar que se trata de un triquela marketera .Tengo 125.952 puntos que finalmente no pude utilizar, lo que molesta es que cuando uno compra, es impresionante la disposición del personal, pero cuando uno requiere este servicio de canje, surgen sólo problema.";Falabella
 Explicacion por no devolucion de bonificacion de mi seguro hogar poliza 48010474;Falabella
 Esta tarde fui hacer un canje por un producto de 7.000 puntos, y yo tenía 7.109 puntos, me dijeron que mi puntos no eran suficientes para poder canjear, que tenía que llamar a cmr puntos, me hicieron esperar más 40 minutos para igual no darme ninguna solución.;Falabella
 compre un celular samsung s9 plus el dia 28-05-2021, por un valor de $342980- y hoy 01-06-2021 recibi el paquete con el envio del equipo, pero a mi sorpresa al abrir la caja venia solo un cargador el cual no supera el valor de $7000.es increible que al revisar la caja, esta venia con el detalle del contenido a simple vista.boleta n° 698808331.reclamo en falalbella_ 1-106753668543;Falabella
 Hice una compra en Falabella.com la cual fue cancela y de igual forma me descontaron el producto de mi tarjeta cmr he llamado varias veces y supuestamente tengo que esperar 24 horas la cual aun no tengo el reembolso ,sigo esperando una respuesta !!!!;Falabella
 Deseo efectuar un reclamo y solicitar devolución de dinero de una transacción que fue cancelada por Falabella y el cargo efectuado a mi cuenta bancaria. Se trata de la Orden Número 5789019120. He intenbtado infructuosamente ACCEDER por la plataforma falabella.com y por el servicio telefónico. SON UNA verguenza COMO PELOTEAN entre ambos mecanismos. Tengo mas de 4 semanas en este proceso sin resultado alguno. Asistí a las tiendas y no tienen atención para el servicio online.;Falabella
 Estimados:Ayer noche intenté 4 veces hacer una compra y nunca me llegó la confirmación de ésta.significa que nunca ingresaron como compras????Quiero saber si es así, es muy mala la página y es un lío hacerlo por este medio, quiero ir en forma presencial.necesito que me confirmen si es asi.Mi nombre es Susana Valenzuela Ozu, y estaba intentando comprar botines clarks.Ci. 16212xxx-xcel. 993307445;Falabella
" El día 12 de mayo del presente año, hice una compra web, a la empresa aludida.compre una cafetera y un hervidor, a los 3 días, sólo me llego el hervidor; de la cafetera ni señales y ahora en la pagina web no aparece la cafetera.por otra parte, he solicitado la devolución del dinero, pero tampoco me dejan, porque aparece que el paquete está en repartición, ya van 20 días que nadie me ha contactado, para brindarme una solución coherente.";Falabella
" Srs. sernac: con fecha 22.04.2021 compre en la tienda aludida 2 productos.1.- RACK CLÁSICO VALOR $ 119.990.-1.- LIVIC VALOR $ 399.990.-TOTAL $ 549.960.- BOLETA ELECTRÓNICA N° 694949267. de fecha 22.04.2021Fecha de entrega del primer producto 19.05.2021Fecha de entrega del 2do. producto 29.05.2021.A la fecha aun no me han sido entregados, mas aun me comunique por fono para que me indicaran, cuando me los entregaran, ATENDIDO , POR LA SRTA. "" DANIELA GONZÁLEZ con fecha 1° de Junio 2021, no me dio respuesta alguna, comportándose groseramente colgando el teléfono.Srs. sernac , COMO UDS. COMPRENDERAN HACE MAS DE MES Y MEDIO QUE ELLOS ESTÁN TRABAJANDO CON MI DINERO,estas empresas carecen de toda empatía.Que pena que ustedes como institucion no TENGAN MAYORES ATRIBUCIONES.Saludo Atte a Uds.Luis Vial SaavedraRut 5.366.xxx-xFono 56 977576119luisvials@gmail.com";Falabella
" Cuando comenzó el cyberday, realicé 2 compras en falabella.cl, 1 con CMR por 300mil (pasó sin problemas), y la otra por 120mil pagando con La débito del Banco Falabella, me derivó a un portal de pagos y al poner la clave, me envió un mensaje de error en el pago. Minutos después revisé mi cuenta corriente y me descontaron los 120mil, al revisar las compras que había realizado sólo me aparecía el Smart tv por 300mil y no así la otra compra. El servicio de atención al cliente por estos casos es pésimo, no tienen un sector especializado que atiendan estos casos y te derivan a un ""jefe de piso"". La solución es ""esperar"" 72 horas a que devuelvan el dinero y si no llega a ocurrir hay que llenar una solicitud que demora 7 días más. Es un chiste de mal gusto, yo no entiendo porqué alumbran tanto que están en cyberday y no preparan las páginas web como corresponde para que puedan responder bien a la demanda. Es un simple pago. Lo único que logran es desconfianza para futuras compras y perdida de tiempo, dejandome además en la incertidumbre de esperar su ""buena voluntad""";Falabella
 El día lunes 31 de Mayo hice una compra por Internet a través de la app Falabella de una chaqueta Denim mujer Doo Australia (código 881921724). Realicé el pago sin problemas, en mi cuenta rut se hizo el descuento de los $14.990, pero no me llegó la confirmación de la compra ni en la app Falabella ni s mi correo electrónico. Mi rut es 17.343.xxx-x;Falabella
 Con fecha 01 de Marzo efectué pago con cheque una cuenta a CMR: Falabella en Hipermercado Totus y oficina de Cobranza Falabella ubicada en Viña del Mar se demoran 3 meses en devolver cheque mal extendido y habiéndose cancelado en su momento valor en efectivo total y No entrega copia al cliente del documento que menciona devolución del cheque.1.- Considero excesivo atraso en devolución.2.- No cumplimiento de Normas al No entregar copia al cliente por entrega documento.3.- Pase a efectuar reclamo de esta anomalía al agente Banco Falabella mismo día.Atentamente saludos;Falabella
 Buenas noches.Falabella publica prendas a un precio menor y al ir a comprar deja el valor sin descuento, haciendo que uno caiga en errores al ejecutar la compra. Tengo pantallazos del producto.;Falabella
 El día miércoles 10 de marzo , realizo una compra por la app falabella , la cual no arrojando ni orden de compra no boleta . Llamo a falabella contando lo que pasó, a lo que ellos me responden que pasadas las 72 horas deberían haber devuelto los montos de 331.820 y 35.980.Pasa el tiempo de espera y no devuelven dinero , hago el reclamo a lo cual me solicitan la cartola de mi banco , entre eso mando las cartola más de 10 veces ese mes ya que no obtuve solución a mi problema .Realizo el reclamo al sernac , ellos contactandose con la empresa y aun así dan negativa a mi reclamo aludiendo que ellos no tienen los dineros descontandos de la cuenta y que me tengo que comunicar con mi banco . Lo realizo y mi banco me da un certificado que si salieron los dineros a falabella .aun no tengo solución a mi reclamo ya hace más de 1 mes ..Falabella no da pruebas ni nada , solo dice que ellos no devolverán mi dinero ...⁸;Falabella
 Falabella a la fecha me tiene con una deuda de $875009 y esto lo pague en septiembre del año pasado con un valor de $775009 y con intereses llega al valor que indican ellos;Falabella
 Segunda vez que me pasa. Me cobran los $591 sin hacer la transacción.;Falabella
 realize una cancelación hace varios días y aún no me llega ninguna correo con la nota de crédito ni nada para saber que me van a reembolsar la plata.;Falabella
 Compre una aspiradora EUFY y ahora la batería no cargaEstoy fuera de garantíanecesito un servicio técnico y Falabella no responde.Si esta empresa vende un producto debe tener soporte técnico.;Falabella
 Trate de comprar un micrófono lo pague y se descontaron 50 pesos, robo hormiga ya que no pude pagarle el micrófono porque la página no me dejó pero si me cobró 50 pesos yo quiero el micrófono que mi hija quiere, trato de nuevo y me descuentan lo mismo 50 pesos, está arreglado para sacar algo de la cuenta corriente y en 100 o mil personas nos están robando a todos;Falabella
 El dia 5 de Mayo realicé una compra por internet de un producto que jamás llegó. En el call center me indicaron que la compra quedo en estado digitado y por ello no se iba a despachar (ni idea que significa eso).Quien sabe cuanto hubiese esperado el dichoso producto de no haber llamado. En ese momento se me ofreció cancelar la compra y el reintegro del monto pagado. Hice la solicitud el dia 19 de mayo y hasta el dia de hoy no me devuelven nada.Hoy 31 de mayo, llamé nuevamente al call center para averiguar y me dicen que debo esperar 15 DIAS HABILES PARA LA DEVOLUCION DEL DINERO!!!Será que la gente de Falabella lo ha pasado muy mal con la pandemia que debo esperar tanto tiempo por mi dinero??De verdad no lo entiendo.;Falabella
 Compré dos planes en noviembre del 2019, los cuales incluían teléfono. Esa vez solo me entregaron la boleta y no el mandato, tenía noción de que el contrato vencía en mayo, pero las veces que llame por teléfono no me dieron la información. Los últimos días de abril hice portabilidad, ya que no me alcanzaba para pagar el plan ...porque eran $50000 aproximadamente cada mes y ya habíamos hecho el esfuerzo varios meses, a pesar de estar sin trabajo y complicados con el problema de la pandemia. Sabíamos que nos podrían cobrar un saldo por los teléfonos, pero para estar tranquilos llamamos y nos dijeron que no había problema ya de hacer portabilidad, que ya había terminado el plazo ...pero este mes veo que a mi tarjeta se hizo el cobro de $240000 mil pesos algo que encuentro muy excesivo si ya estaba terminando el proceso del contrato...por último pagar un saldo por lo que me quedaba de tiempo y no cumplí, pero todo el teléfono?? No será mucho?? Cero respuesta de Falabella conect;Falabella
 Compré una Trotadora Eléctrica Pro 2.0 Hp en Falabella, esta nunca funcionó. Presentaba evidente falla, solicité el cambio, pero la empresa indica que no puede hacer cambio, por lo que se resolvió hacer la devolución.Falabella determinó que el día 26 de febrero debía retirar el producto en mi domicilio. la empresa no llegó ese día, ante los reclamos por incumplimiento, se comprometió con otras tres fechas para el retiro. A ninguna de ellas concurrió.El aparato ocupa un alto volumen en mi vivienda, ya son 3 meses de espera, en cuatro oportunidades comprometieron fecha de retiro, pero no llegaron.Se presentaron dos reclamos en sernac duarnte abril. Ante ello, Falabella comprometió el retiro y nota de crédito en 72 horas. Han pasado dos meses desde entonces y aun no retiran.Falabella no cumple ni con lo que se compromete ante sernac.;Falabella
 compre en la tienda de la calertta una trotadora electrica que salio con falla, me indicaron que la devolviera lo hice y fue retirada el 20 de mayo 2021, esta compra se realiza con mi gifcard cmr (falabella) N° 000011056183600 por $409.980.., ya que el articulo fallado fue devuelto el 20.05, el valor debia esta devuelto de inediato en mi tarjeta segun dice faalabella, lo que no ha ocurrido hasta hoy dia, a pesar de los reclammos efectuado a esa firma,;Falabella
 con fecha 30.04.2021 falabella alto las condes, ingrese notebook comprado en diciembre 2020, con falla de ventilador. indicaron plazo de 15 dia habiles.servicio tecnico no entrega producto dentro de plazo, y tienda tampoco entrega informacion sobre el producto.via telefonica,,,solo responde una grabacion en fono 600 380 5000;Falabella
 Se compra un refrigerador el dia 5 de mayo, hoy 31 de mayo nadie se hace responsable de la entrega, no atienden los supervisores, solo ejecutivos que no ayudan por que no tienen mas informacion ya q estan en sus casas, falabella vende productos sin ningun problema, pero después se desliga de la entrega de estos... una verguenza, una *****a , un engaño para la gente, ahora ya quiero devolverlo aunque nunca llego y tardan 20 dias en gestionar una nota de crédito, es decir casi 2 meses que la empresa falabella esta trabajando con mi dinero.;Falabella
 Mi compra debía llegar el día 6 de mayo, a la fecha aún no se nada de la compra. Porque además las personas que atienden telefónicamente no saben nada. Solo registran el reclamo y te dan el número.Una real molestia y mala organización, para mí pésimo servicio en atención y entrega de productos. Nadie me da una explicación concreta de lo que sucede. Pésimo, pésimo servicio.;Falabella
 Ingrese compra por un Televisor a Falabella, decían que lo entregarían al día siguiente, cuento corto, jamás llego, cancele la orden y al ser CMR se suponía que deberían devolver el dinero en 24 horas, vamos cerca a una semana desde que cancele la compra y me dicen que tengo que aguardar el proceso. **********s !!!;Falabella
 Hice una compra al inicio del Cyber 31mayo2021 (con crédito suficiente e mi tarjeta) y mi compra aparece solo como solicitud recibida, después compré otro producto y ese si me salió inmediatamente como compra confirmada. Después realicé la compra del mismo producto que la primera vez, pues pensé que se había tratado de un error, y me salió nuevamente solo como solicitud recibida, cancelé esta tercera compra. Y llamé a servicio al cliente, la mujer que me atendió, después de explicarle el problema, me dejó esperando 9 minutos para darme la misma información que hay en la página y cuando le dije que lo que necesitaba era una solución, me cortó la llamada.Quiero resolver esta situación cuando antes.Pedido 9001364934 (Estatus Solicitud Recibida);Falabella
 Señores FalabellaCompré una lavadora samsung en 10 cuotas precio contado e incluso revisé el valor cuota y salió lo que correspondía a las 10 cuotas precio contado, un día revisando mi estado de cuenta ví que las cuotas estaban con interés y solamente en interés tenía un costo de 100.000 pesos adicionales a mi compra. Llamé a call center y una de sus operadora me dijo hasta que no existían las 10 cuotas precio contado y cuando le dije que estaba equivocada me cortó. Llamé como 4 veces más y nunca me han dado respuesta e intenté hacerlo presencial y no tienen un sistema rápido y eficiente para solucionar el tema. Todavía sigo esperando que me respeten el valor cuota acordado.;Falabella
 Realice una compra en línea creyendo que estaban aptos para este tipo de transacciones, me pedí una lavadora el cual me figura como entregada y el producto no me llego hice el reclamo y lo único que me respondieron a los 4 días era o que podría seguir esperando considerando tres semanas o devolverme el dinero necesitaba la lavadora con urgencia despues de que no recibí la lavadora en la fechas acordada más encima tuve que esperar 4 dias para que me digan que no saben que paso necesitaba la lavadora por algo la compre entonces pedí devolverme el dinero al día de hoy no tengo la devolución por lo menos para comprarla en otro lugar y encuentro una falta de respeto que digan que si quiero la lavadora tengo que esperar tres semanas el cual si ellos cometieron el error por que yo tengo que pagar las consecuencias más encima pido mi devolución y tampoco eso. Demasiados problemas para comprar en línea es la tercera vez que tengo problemas no vuelvo a confiar más en sus compras en línea un desastre!!Realice otra compra de ropa también lo mismo cancelaron la compra sin motivo alguno.Ahora estoy sin lavadora y sin dinero que increíble.;Falabella
 Compré un colchón súper king de 413.000 pesos y nunca llegó, efectuó el reclamo y manifestaron que fue entregado en Puente Alto en una Comisaría de carabineros, siendo que yo vivo en la comuna de El Quisco V región.;Falabella
 Buenas he pagado en 3 oportunidades mi cuenta en este banco a través de su ¿ plataforma y solo me han echo el cobro de su comisión y nunca me debitaron el dinero de la cuenta, necesito que me devuelvan mi dinero.;Falabella
 El día 29/04/2021 realizo una compra de un celular y solicitó despacho express por la urgencia a lo que llega el día de entrega y en la página me indican que hay un inconveniente y cancelan la compra, llega el día 22 de Mayo y me entregan el celular con la guía de despacho que señala que viene con el concepto de regalo y una descripción de corresponde a solicitud por incumplimiento en entrega, veo mi estadonde cuenta y el celular viene cobrado, al llamar al servicio al cliente me indican que falabella no hace ese tipo de compensaciones y que debo devolverlo a pesar que tuve que esperar un mes para que llegara y en donde en ese tiempo adquirí otro. Falabella y Sodimac nunca más.;Falabella
 Holaa compre para una amiga una refrigeradora sidy baybe sidy LG y nunca llego el día que tenía que llegar estuvimos esperando y no aparecieron lunes de la siguiente semana sin previo aviso que traían la refrigeradora lo peor no habianadies y al dia siguiente hicieron lo mismo y en ese departamento trabajan y me llamaron que estaban llegando tuve que pedir a una vecina que si lo podía recibir es que no lo querían dejar porque era grande y lo tenían que subir al tercer piso todo un problema yo les pregunte si podían dejarlo el día sábado y aviso que ese reparto sería para sábado llame no se cuantas veces y no se sabe nada por últimos todas las personas que me contestaron en servio al cliente dijieron que ya mandaron mi reclamo y nadies da razón que paso con la refrigeradora solo dicen que me van a devolver el dinero y no entiendo se suponía que ya esta la refrigeradora comprada la trajeron y de pronto no hay??es absurdo nesecito que se me contacte y que esto se aclare porque estoy siendo fastidiada por la dueña del dinero que me dio para que se lo compre siendo así nesecito que se me dee una solución clara y rápido sin engaños;Falabella
 Se compro una tv smart tv de 50 pulgadas el dia 13 de mayo con entrega el 18 de mayo tamos a 29 de mayo y aun no llega osea 11 dias de Retrazo hasta hoy y No ay ninguna esplicacion desde la tiendaUn asco falabella internet yo no compro mas y tampoco la Recomiendo;Falabella
 Del año pasado traigo problemas con el banco falabella resulta ue el año pasado vi reflejado cobros que no había realizado yo, ise el reclamo hasta ise denuncia me dieron una targeta nueva bloqueando la antigua todo esto realizado por un ejecutivo me dijeron que debía esperar una llamada ver si me devolvían el dinero resultado que nunca me llamaron insisti y me insistían que debía esperar respuesta al cabo de ir como a los 6 meses me dijeron que no había ingresado reclamo ni Hubo registro de blokeo de targeta lo cual encuentro insólito siendo que me la cambiaron ellos mismos, no se por que no hay registros al menos tengo la denuncia por carabineros y algunos documentos de entonces pero por perdida de tiempo y rabia preferí no insistir ya que después de negarme todo lo que me isieron hacer que sacaba con seguir llendo si nunca me dieron respuestas, después volví a tener problemas resulta que me isieron descuentos desde el banco supuestamente por ajustes de cobros los cuales me descontaron automáticamente en mi cuenta vista también ise reclamo el cual nunca fue resuelto y hora me esta sucediendo denuevo espero solo se me allá duplicado un cobro y no sigan con lo mismo ya que aquella vez eran cobros giros por cajero que no realice y además cobros duplicados del cual nunca tube respuestas, cada vez desconfíoas del banco ya que ni soluciones da ni siquiera se han comunicado con migo.;Falabella
" Estimados Empresa Falabella:Expongo mi reclamo, el día 19 de mayo llego a casa de mi padres el regalo que iba hacer un buen momento, ambos adultos mayores ,en vez de ser una alegría un desastre, numero de compra 10604383498 cama dos plazas tipo americana con base dividida, todo bien en la entrega pero cuando se armo las patas del box no correspondían y la otra cama que ellos tenían ya la habíamos reciclado.El día 20 de mayo me comunique con un ejecutivo y me menciona "" lamento mencionar que no existe e stock y tampoco se hará entrega de lo faltante, mejor anule la compra y retiramos el producto de su casa"" a la fecha 29 de mayo no retiran el producto, tuve que conseguirme una cama HUMILLANTE PARA MI Y MIS PADRES.numero de orden de retiro 106095265389. 20/05/2021solicito a la brevedad contacto telefónico de parte de la empresa y pronta soluciòn,debo reparar a la brevedad una buena calidad de vida para mis padres. Donde esta el respeto a los adultos mayores .";Falabella
 Falabella asus 2 años de realizar una compra a través de la página linio, sigo esperando que se digne a devolver el dinero comprado de mi tarjeta, que no se me a devuelto en innumerable instancia me he comunicado con ellos he mandado infinitos papales que me han solicitado , lo he hecho a través de sernac y aún así no he logrado que me devuelvan mi dinero, ni ninguna otra solución se han lavado las manos estos años sin brindarme una solución correcta.Marta alchahueñi chicahual;Falabella
